ID,Nombre,Estado,Creado,Actualizado,Estado de Compra,Factura,Fecha de factura,Fecha de pago,Moneda,Proveedor,Referencia,Tipo de cambio,Total del documento,Total indirectos,Total moneda ext
9477049167,417,active,2025-06-29T16:54:51Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931635/DRI0209273M1FFA029426.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256931634/DRI0209273M1FFA029426.pdf",2025-05-19,,,DRILL COMPANY S.A. DE C.V.,FA29426,,,,
9477049201,418,active,2025-06-29T16:54:54Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931715/DRI0209273M1FFA029421.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256931714/DRI0209273M1FFA029421.pdf",2025-05-19,,,DRILL COMPANY S.A. DE C.V.,FA29421,,,,
9477049252,419,active,2025-06-29T16:54:59Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931781/DRI0209273M1FFA029424.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256931780/DRI0209273M1FFA029424.pdf",2025-05-19,,,DRILL COMPANY S.A. DE C.V.,FA29424,,,,
9477049402,420,active,2025-06-29T16:55:10Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931881/DRI0209273M1FFA029422.pdf, https://drillcompany.monday.com/protected_static/2306999/resources/2256931882/DRI0209273M1FFA029422.xml",2025-05-19,,,DRILL COMPANY S.A. DE C.V.,FA29422,,,,
9477049426,421,active,2025-06-29T16:55:13Z,2025-07-03T02:24:49Z,,https://drillcompany.monday.com/protected_static/2306999/resources/2256931929/DRI0209273M1FFA029423.pdf,2025-05-19,,,DRILL COMPANY S.A. DE C.V.,FA29423,,,,
9477049458,422,active,2025-06-29T16:55:15Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931976/DRI0209273M1FFA029420.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256931975/DRI0209273M1FFA029420.pdf",2025-05-19,,,DRILL COMPANY S.A. DE C.V.,FA29420,,,,
9477053037,423,active,2025-06-29T16:58:29Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256932220/DRI0209273M1FFA029409.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256932221/DRI0209273M1FFA029409.pdf",2025-05-15,,,DRILL COMPANY S.A. DE C.V.,FA29409,,,,
9477053088,424,active,2025-06-29T16:58:32Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256932360/DRI0209273M1FFA029408.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256932361/DRI0209273M1FFA029408.pdf",2025-05-15,,,DRILL COMPANY S.A. DE C.V.,FA29408,,,,
9477054170,425,active,2025-06-29T17:00:01Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256933131/DRI0209273M1FFA029412.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256933134/DRI0209273M1FFA029412.pdf",2025-05-16,,,DRILL COMPANY S.A. DE C.V.,FA29412,,,,
9477055778,426,active,2025-06-29T17:00:50Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256935205/DRI0209273M1FFA029440.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256935206/DRI0209273M1FFA029440.pdf",2025-05-20,,,DRILL COMPANY S.A. DE C.V.,FA29440,,,,
9477055924,427,active,2025-06-29T17:00:54Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256935391/DRI0209273M1FFA029439.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256935392/DRI0209273M1FFA029439.pdf",2025-05-20,,,DRILL COMPANY S.A. DE C.V.,FA29439,,,,
9477056104,428,active,2025-06-29T17:00:59Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256935468/DRI0209273M1FFA029438.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256935469/DRI0209273M1FFA029438.pdf",2025-05-20,,,DRILL COMPANY S.A. DE C.V.,FA29438,,,,
9477056254,429,active,2025-06-29T17:01:04Z,2025-07-03T02:24:53Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256935551/DRI0209273M1FFA029441.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256935553/DRI0209273M1FFA029441.pdf",2025-05-20,,,DRILL COMPANY S.A. DE C.V.,FA29441,,,,
9477059487,430,active,2025-06-29T17:03:03Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256935897/DRI0209273M1FFA029478.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256935896/DRI0209273M1FFA029478.pdf",2025-05-23,,,DRILL COMPANY S.A. DE C.V.,FA29478,,,,
9477059560,431,active,2025-06-29T17:03:07Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256935966/DRI0209273M1FFA029479.pdf, https://drillcompany.monday.com/protected_static/2306999/resources/2256935967/DRI0209273M1FFA029479.xml",2025-05-23,,,DRILL COMPANY S.A. DE C.V.,FA29479,,,,
9477059628,432,active,2025-06-29T17:03:12Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256936031/DRI0209273M1FFA029482.pdf, https://drillcompany.monday.com/protected_static/2306999/resources/2256936030/DRI0209273M1FFA029482.xml",2025-05-23,,,DRILL COMPANY S.A. DE C.V.,FA29482,,,,
9477066014,433,active,2025-06-29T17:04:38Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256936436/DRI0209273M1FFA029536.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256936435/DRI0209273M1FFA029536.pdf",2025-05-28,,,DRILL COMPANY S.A. DE C.V.,FA29536,,,,
9477066133,434,active,2025-06-29T17:04:42Z,2025-07-03T02:24:51Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256936489/DRI0209273M1FFA029537.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256936490/DRI0209273M1FFA029537.pdf",2025-05-28,,,DRILL COMPANY S.A. DE C.V.,FA29537,,,,
9477066220,435,active,2025-06-29T17:04:46Z,2025-07-03T02:24:51Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256936575/DRI0209273M1FFA029538.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256936574/DRI0209273M1FFA029538.pdf",2025-05-28,,,DRILL COMPANY S.A. DE C.V.,FA29538,,,,
9477066308,436,active,2025-06-29T17:04:50Z,2025-07-03T02:24:51Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256936619/DRI0209273M1FFA029539.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256936620/DRI0209273M1FFA029539.pdf",2025-05-28,,,DRILL COMPANY S.A. DE C.V.,FA29539,,,,
9477071631,437,active,2025-06-29T17:06:53Z,2025-07-03T02:24:52Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256937089/DRI0209273M1FFA029547.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256937088/DRI0209273M1FFA029547.pdf",2025-05-29,,,DRILL COMPANY S.A. DE C.V.,FA29547,,,,
9477071696,438,active,2025-06-29T17:06:57Z,2025-07-03T02:24:52Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256937342/DRI0209273M1FFA029546.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256937341/DRI0209273M1FFA029546.pdf",2025-05-29,,,DRILL COMPANY S.A. DE C.V.,FA29546,,,,
