ID,Nombre,Estado,Creado,Actualizado,Estado de Compra,Factura,Fecha de factura,Fecha de pago,Moneda,Proveedor,Referencia,Tipo de cambio,Total del documento,Total indirectos,Total moneda ext
9477034186,405,active,2025-06-29T16:40:13Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256928546/DRI0209273M1FFA029327.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256928548/DRI0209273M1FFA029327.pdf",2025-05-08,,,DRILL COMPANY S.A. DE C.V.,FA29327,,,,
9477035848,406,active,2025-06-29T16:42:09Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256928761/DRI0209273M1FFA029326.pdf, https://drillcompany.monday.com/protected_static/2306999/resources/2256928760/DRI0209273M1FFA029326.xml",2025-05-08,,,DRILL COMPANY S.A. DE C.V.,FA29326,,,,
9477037739,407,active,2025-06-29T16:44:23Z,2025-07-03T02:24:50Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256929191/DRI0209273M1FFA029333.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256929189/DRI0209273M1FFA029333.pdf",2025-05-09,,,DRILL COMPANY S.A. DE C.V.,FA29333,,,,
9477038762,408,active,2025-06-29T16:45:03Z,2025-07-03T02:24:51Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256929349/DRI0209273M1FFA029334.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256929350/DRI0209273M1FFA029334.pdf",2025-05-09,,,DRILL COMPANY S.A. DE C.V.,FA29334,,,,
9477039643,409,active,2025-06-29T16:45:44Z,2025-07-03T02:24:47Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256929597/DRI0209273M1FFA029395.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256929596/DRI0209273M1FFA029395.pdf",2025-05-14,,,DRILL COMPANY S.A. DE C.V.,FA29395,,,,
9477040715,410,active,2025-06-29T16:47:00Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256930032/DRI0209273M1FFA029394.pdf, https://drillcompany.monday.com/protected_static/2306999/resources/2256930031/DRI0209273M1FFA029394.xml",2025-05-14,,,DRILL COMPANY S.A. DE C.V.,FA29394,,,,
9477042409,411,active,2025-06-29T16:48:58Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256930139/DRI0209273M1FFA029383.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256930138/DRI0209273M1FFA029383.pdf",2025-05-14,,,DRILL COMPANY S.A. DE C.V.,FA29383,,,,
9477042847,412,active,2025-06-29T16:49:36Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256930271/DRI0209273M1FFA029382.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256930272/DRI0209273M1FFA029382.pdf",2025-05-14,,,DRILL COMPANY S.A. DE C.V.,FA29382,,,,
9477043654,413,active,2025-06-29T16:50:26Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256930448/DRI0209273M1FFA029381.pdf, https://drillcompany.monday.com/protected_static/2306999/resources/2256930447/DRI0209273M1FFA029381.xml",2025-05-14,,,DRILL COMPANY S.A. DE C.V.,FA29381,,,,
9477046775,414,active,2025-06-29T16:52:19Z,2025-07-03T02:24:48Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256930889/DRI0209273M1FFA029380.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256930888/DRI0209273M1FFA029380.pdf",2025-05-14,,,DRILL COMPANY S.A. DE C.V.,FA29380,,,,
9477047487,415,active,2025-06-29T16:53:01Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931036/DRI0209273M1FFA029376.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256931037/DRI0209273M1FFA029376.pdf",2025-05-13,,,DRILL COMPANY S.A. DE C.V.,FA29376,,,,
9477048306,416,active,2025-06-29T16:53:44Z,2025-07-03T02:24:49Z,,"https://drillcompany.monday.com/protected_static/2306999/resources/2256931248/DRI0209273M1FFA029411.xml, https://drillcompany.monday.com/protected_static/2306999/resources/2256931247/DRI0209273M1FFA029411.pdf",2025-05-15,,,DRILL COMPANY S.A. DE C.V.,FA29411,,,,
